1000000,0.000023,0.000009,0.000009,0.000046,0.000064
1000100,0.000021,0.000008,0.000009,0.000042,0.000058
1000200,0.000023,0.000009,0.000010,0.000046,0.000064
1000300,0.000024,0.000009,0.000010,0.000048,0.000067
1000400,0.000021,0.000008,0.000009,0.000057,0.000058
1000500,0.000029,0.000011,0.000012,0.000057,0.000080
1000600,0.000022,0.000009,0.000009,0.000044,0.000061
1000700,0.000021,0.000008,0.000009,0.000042,0.000058
1000800,0.000029,0.000011,0.000012,0.000057,0.000080
1000900,0.000021,0.000008,0.000009,0.000056,0.000058
1001000,0.000029,0.000011,0.000012,0.000057,0.000080
1001100,0.000021,0.000008,0.000009,0.000042,0.000058
1001200,0.000021,0.000009,0.000009,0.000042,0.000058
1001300,0.000021,0.000008,0.000009,0.000042,0.000058
1001400,0.000021,0.000008,0.000009,0.000041,0.000058
1001500,0.000021,0.000008,0.000009,0.000042,0.000058
1001600,0.000021,0.000008,0.000009,0.000041,0.000058
1001700,0.000022,0.000008,0.000009,0.000041,0.000058
1001800,0.000021,0.000008,0.000009,0.000041,0.000058
1001900,0.000022,0.000008,0.000009,0.000041,0.000058
1002000,0.000021,0.000008,0.000009,0.000041,0.000058
1002100,0.000020,0.000008,0.000008,0.000048,0.000079
1002200,0.000020,0.000008,0.000008,0.000040,0.000056
1002300,0.000021,0.000008,0.000009,0.000041,0.000058
1002400,0.000021,0.000021,0.000008,0.000040,0.000056
1002500,0.000020,0.000008,0.000008,0.000040,0.000056
1002600,0.000020,0.000008,0.000008,0.000040,0.000056
1002700,0.000033,0.000008,0.000008,0.000040,0.000056
1002800,0.000020,0.000008,0.000008,0.000040,0.000056
1002900,0.000020,0.000008,0.000008,0.000040,0.000056
1003000,0.000021,0.000008,0.000009,0.000041,0.000058
1003100,0.000021,0.000008,0.000009,0.000041,0.000058
1003200,0.000020,0.000008,0.000008,0.000040,0.000056
1003300,0.000020,0.000008,0.000008,0.000040,0.000056
1003400,0.000020,0.000008,0.000008,0.000040,0.000056
1003500,0.000020,0.000008,0.000008,0.000040,0.000056
1003600,0.000020,0.000008,0.000008,0.000040,0.000056
1003700,0.000021,0.000008,0.000008,0.000040,0.000056
1003800,0.000021,0.000008,0.000008,0.000040,0.000056
1003900,0.000020,0.000008,0.000008,0.000040,0.000056
1004000,0.000020,0.000008,0.000008,0.000040,0.000056
1004100,0.000020,0.000008,0.000008,0.000040,0.000056
1004200,0.000020,0.000008,0.000008,0.000040,0.000056
1004300,0.000020,0.000008,0.000008,0.000040,0.000056
1004400,0.000019,0.000007,0.000008,0.000038,0.000053
1004500,0.000019,0.000007,0.000008,0.000038,0.000053
1004600,0.000020,0.000007,0.000008,0.000038,0.000053
1004700,0.000019,0.000007,0.000008,0.000038,0.000053
1004800,0.000020,0.000008,0.000008,0.000040,0.000056
1004900,0.000021,0.000008,0.000008,0.000040,0.000056
1005000,0.000019,0.000007,0.000008,0.000038,0.000053
1005100,0.000019,0.000007,0.000008,0.000038,0.000053
1005200,0.000019,0.000007,0.000008,0.000038,0.000053
1005300,0.000019,0.000007,0.000008,0.000038,0.000053
1005400,0.000019,0.000007,0.000008,0.000038,0.000053
1005500,0.000019,0.000007,0.000008,0.000038,0.000069
1005600,0.000019,0.000007,0.000008,0.000038,0.000053
1005700,0.000019,0.000007,0.000008,0.000038,0.000053
1005800,0.000019,0.000007,0.000008,0.000038,0.000053
1005900,0.000019,0.000007,0.000008,0.000038,0.000053
1006000,0.000019,0.000007,0.000008,0.000038,0.000053
1006100,0.000019,0.000007,0.000008,0.000038,0.000063
1006200,0.000019,0.000007,0.000008,0.000038,0.000053
1006300,0.000019,0.000007,0.000008,0.000038,0.000053
1006400,0.000019,0.000007,0.000008,0.000038,0.000053
1006500,0.000019,0.000007,0.000008,0.000038,0.000053
1006600,0.000019,0.000007,0.000008,0.000038,0.000053
1006700,0.000019,0.000007,0.000008,0.000038,0.000073
1006800,0.000019,0.000007,0.000008,0.000038,0.000053
1006900,0.000019,0.000007,0.000008,0.000038,0.000053
1007000,0.000019,0.000007,0.000008,0.000038,0.000053
1007100,0.000019,0.000007,0.000008,0.000038,0.000053
1007200,0.000019,0.000007,0.000008,0.000038,0.000053
1007300,0.000019,0.000007,0.000008,0.000038,0.000053
1007400,0.000019,0.000007,0.000008,0.000038,0.000053
1007500,0.000019,0.000008,0.000008,0.000038,0.000053
1007600,0.000019,0.000007,0.000008,0.000038,0.000053
1007700,0.000019,0.000007,0.000008,0.000038,0.000053
1007800,0.000019,0.000007,0.000008,0.000038,0.000053
1007900,0.000019,0.000007,0.000008,0.000038,0.000053
1008000,0.000020,0.000007,0.000008,0.000038,0.000088
1008100,0.000019,0.000007,0.000008,0.000038,0.000053
1008200,0.000020,0.000007,0.000008,0.000038,0.000053
1008300,0.000020,0.000007,0.000008,0.000038,0.000053
1008400,0.000019,0.000007,0.000008,0.000038,0.000053
1008500,0.000019,0.000008,0.000008,0.000038,0.000053
1008600,0.000019,0.000007,0.000008,0.000038,0.000053
1008700,0.000018,0.000007,0.000008,0.000036,0.000051
1008800,0.000018,0.000007,0.000008,0.000037,0.000051
1008900,0.000018,0.000007,0.000008,0.000037,0.000051
1009000,0.000020,0.000007,0.000008,0.000037,0.000051
1009100,0.000020,0.000007,0.000008,0.000037,0.000056
1009200,0.000019,0.000007,0.000008,0.000037,0.000051
1009300,0.000018,0.000007,0.000007,0.000035,0.000049
1009400,0.000044,0.000007,0.000008,0.000036,0.000065
1009500,0.000018,0.000007,0.000007,0.000035,0.000049
1009600,0.000019,0.000007,0.000007,0.000035,0.000049
1009700,0.000018,0.000007,0.000007,0.000035,0.000049
1009800,0.000018,0.000007,0.000007,0.000035,0.000049
1009900,0.000019,0.000007,0.000007,0.000035,0.000049
1010000,0.000018,0.000007,0.000007,0.000035,0.000049
1010100,0.000018,0.000007,0.000007,0.000035,0.000049
1010200,0.000018,0.000007,0.000007,0.000035,0.000049
1010300,0.000018,0.000007,0.000007,0.000035,0.000049
1010400,0.000018,0.000007,0.000007,0.000035,0.000049
1010500,0.000018,0.000007,0.000007,0.000035,0.000049
1010600,0.000018,0.000007,0.000007,0.000035,0.000049
1010700,0.000018,0.000007,0.000007,0.000035,0.000049
1010800,0.000018,0.000007,0.000007,0.000035,0.000049
1010900,0.000018,0.000007,0.000007,0.000035,0.000049
1011000,0.000019,0.000007,0.000007,0.000035,0.000049
1011100,0.000019,0.000007,0.000008,0.000036,0.000051
1011200,0.000019,0.000007,0.000008,0.000037,0.000051
1011300,0.000018,0.000007,0.000007,0.000035,0.000049
1011400,0.000018,0.000007,0.000007,0.000035,0.000049
1011500,0.000019,0.000007,0.000007,0.000035,0.000049
1011600,0.000018,0.000007,0.000007,0.000035,0.000049
1011700,0.000019,0.000008,0.000007,0.000035,0.000049
1011800,0.000018,0.000007,0.000007,0.000035,0.000049
1011900,0.000018,0.000007,0.000007,0.000035,0.000049
1012000,0.000018,0.000007,0.000007,0.000035,0.000049
1012100,0.000018,0.000007,0.000007,0.000035,0.000049
1012200,0.000018,0.000007,0.000007,0.000035,0.000049
1012300,0.000018,0.000007,0.000007,0.000035,0.000049
1012400,0.000018,0.000007,0.000007,0.000035,0.000049
1012500,0.000018,0.000007,0.000007,0.000035,0.000049
1012600,0.000018,0.000007,0.000007,0.000035,0.000049
1012700,0.000019,0.000007,0.000007,0.000035,0.000049
1012800,0.000018,0.000007,0.000007,0.000035,0.000049
1012900,0.000017,0.000007,0.000007,0.000034,0.000048
1013000,0.000018,0.000007,0.000007,0.000034,0.000047
1013100,0.000017,0.000007,0.000007,0.000034,0.000048
1013200,0.000017,0.000007,0.000007,0.000034,0.000047
1013300,0.000017,0.000007,0.000007,0.000034,0.000047
1013400,0.000017,0.000007,0.000007,0.000034,0.000047
1013500,0.000017,0.000007,0.000007,0.000034,0.000047
1013600,0.000017,0.000007,0.000007,0.000034,0.000047
1013700,0.000017,0.000007,0.000007,0.000034,0.000048
1013800,0.000017,0.000007,0.000007,0.000034,0.000047
1013900,0.000017,0.000007,0.000007,0.000034,0.000047
1014000,0.000017,0.000007,0.000007,0.000034,0.000047
1014100,0.000017,0.000007,0.000007,0.000034,0.000047
1014200,0.000017,0.000007,0.000007,0.000034,0.000047
1014300,0.000017,0.000007,0.000007,0.000034,0.000047
1014400,0.000017,0.000007,0.000007,0.000034,0.000048
1014500,0.000018,0.000007,0.000007,0.000034,0.000047
1014600,0.000017,0.000007,0.000007,0.000034,0.000047
1014700,0.000017,0.000007,0.000007,0.000034,0.000047
1014800,0.000017,0.000007,0.000007,0.000034,0.000047
1014900,0.000017,0.000006,0.000007,0.000033,0.000046
1015000,0.000017,0.000007,0.000007,0.000034,0.000077
1015100,0.000017,0.000006,0.000007,0.000033,0.000046
1015200,0.000016,0.000006,0.000007,0.000033,0.000046
1015300,0.000017,0.000006,0.000007,0.000033,0.000046
1015400,0.000017,0.000006,0.000007,0.000032,0.000046
1015500,0.000017,0.000006,0.000007,0.000033,0.000046
1015600,0.000017,0.000007,0.000007,0.000034,0.000047
1015700,0.000019,0.000008,0.000008,0.000036,0.000051
1015800,0.000020,0.000007,0.000008,0.000037,0.000051
1015900,0.000018,0.000007,0.000008,0.000037,0.000051
1016000,0.000018,0.000007,0.000008,0.000037,0.000051
1016100,0.000018,0.000007,0.000007,0.000035,0.000049
1016200,0.000018,0.000006,0.000007,0.000033,0.000046
1016300,0.000017,0.000006,0.000007,0.000033,0.000046
1016400,0.000018,0.000008,0.000007,0.000035,0.000049
1016500,0.000018,0.000008,0.000007,0.000035,0.000049
1016600,0.000018,0.000007,0.000007,0.000035,0.000049
1016700,0.000018,0.000007,0.000007,0.000035,0.000049
1016800,0.000018,0.000019,0.000007,0.000047,0.000049
1016900,0.000016,0.000006,0.000007,0.000032,0.000044
1017000,0.000017,0.000006,0.000007,0.000033,0.000046
1017100,0.000018,0.000007,0.000007,0.000035,0.000049
1017200,0.000018,0.000007,0.000007,0.000035,0.000049
1017300,0.000018,0.000007,0.000007,0.000035,0.000049
1017400,0.000018,0.000007,0.000007,0.000035,0.000049
1017500,0.000017,0.000006,0.000007,0.000032,0.000046
1017600,0.000016,0.000007,0.000007,0.000032,0.000046
1017700,0.000017,0.000006,0.000007,0.000033,0.000046
1017800,0.000017,0.000006,0.000007,0.000032,0.000046
1017900,0.000018,0.000006,0.000007,0.000033,0.000046
1018000,0.000017,0.000006,0.000007,0.000033,0.000046
1018100,0.000016,0.000006,0.000007,0.000033,0.000046
1018200,0.000016,0.000006,0.000007,0.000042,0.000071
1018300,0.000016,0.000006,0.000007,0.000033,0.000046
1018400,0.000016,0.000006,0.000007,0.000033,0.000046
1018500,0.000016,0.000006,0.000007,0.000033,0.000046
1018600,0.000016,0.000006,0.000007,0.000033,0.000046
1018700,0.000016,0.000006,0.000007,0.000032,0.000046
1018800,0.000017,0.000006,0.000007,0.000033,0.000046
1018900,0.000018,0.000006,0.000007,0.000032,0.000056
1019000,0.000016,0.000006,0.000007,0.000033,0.000046
1019100,0.000016,0.000006,0.000007,0.000032,0.000044
1019200,0.000016,0.000006,0.000007,0.000032,0.000044
1019300,0.000016,0.000006,0.000007,0.000032,0.000044
1019400,0.000016,0.000006,0.000007,0.000031,0.000044
1019500,0.000017,0.000006,0.000007,0.000031,0.000044
1019600,0.000017,0.000006,0.000007,0.000033,0.000046
1019700,0.000017,0.000007,0.000007,0.000034,0.000047
1019800,0.000017,0.000007,0.000007,0.000034,0.000047
1019900,0.000017,0.000007,0.000007,0.000034,0.000047
1020000,0.000017,0.000007,0.000007,0.000034,0.000047
1020100,0.000016,0.000006,0.000007,0.000032,0.000044
1020200,0.000016,0.000006,0.000007,0.000032,0.000044
1020300,0.000016,0.000006,0.000007,0.000031,0.000044
1020400,0.000016,0.000006,0.000007,0.000032,0.000044
1020500,0.000016,0.000006,0.000007,0.000032,0.000044
1020600,0.000016,0.000006,0.000007,0.000032,0.000044
1020700,0.000016,0.000006,0.000007,0.000032,0.000044
1020800,0.000016,0.000006,0.000007,0.000032,0.000044
1020900,0.000016,0.000006,0.000007,0.000032,0.000044
1021000,0.000016,0.000006,0.000007,0.000031,0.000044
1021100,0.000016,0.000006,0.000007,0.000032,0.000044
1021200,0.000016,0.000006,0.000007,0.000031,0.000044
1021300,0.000016,0.000006,0.000007,0.000031,0.000044
1021400,0.000016,0.000006,0.000007,0.000033,0.000046
1021500,0.000016,0.000006,0.000007,0.000033,0.000046
1021600,0.000016,0.000006,0.000007,0.000033,0.000046
1021700,0.000017,0.000006,0.000007,0.000032,0.000046
1021800,0.000016,0.000006,0.000007,0.000033,0.000046
1021900,0.000015,0.000006,0.000006,0.000030,0.000043
1022000,0.000015,0.000006,0.000006,0.000031,0.000043
1022100,0.000015,0.000006,0.000006,0.000031,0.000043
1022200,0.000017,0.000006,0.000007,0.000032,0.000046
1022300,0.000016,0.000006,0.000007,0.000031,0.000044
1022400,0.000016,0.000006,0.000007,0.000031,0.000044
1022500,0.000016,0.000006,0.000007,0.000032,0.000044
1022600,0.000017,0.000006,0.000007,0.000031,0.000044
1022700,0.000016,0.000006,0.000007,0.000032,0.000044
1022800,0.000016,0.000006,0.000007,0.000031,0.000044
1022900,0.000016,0.000006,0.000007,0.000031,0.000044
1023000,0.000016,0.000006,0.000007,0.000032,0.000044
1023100,0.000017,0.000006,0.000007,0.000032,0.000044
1023200,0.000017,0.000006,0.000007,0.000031,0.000044
1023300,0.000017,0.000006,0.000007,0.000031,0.000044
1023400,0.000015,0.000006,0.000006,0.000031,0.000043
1023500,0.000017,0.000006,0.000007,0.000032,0.000044
1023600,0.000015,0.000007,0.000006,0.000030,0.000043
1023700,0.000017,0.000007,0.000007,0.000032,0.000044
